CHROM	start	end	value
chr1H	7580001	7680000	6.15085639953277
chr1H	7700001	7800000	6.24953468941549
chr1H	7720001	7820000	6.30596222681765
chr1H	7740001	7840000	6.30372808455489
chr1H	7760001	7860000	5.88285256483423
chr1H	7780001	7880000	6.20287432911379
chr1H	7800001	7900000	6.39193521740067
chr1H	7820001	7920000	6.26011024162163
chr1H	7920001	8020000	5.86436844397151
chr1H	7940001	8040000	6.1625975457874
chr1H	7960001	8060000	6.26665604293086
chr1H	7980001	8080000	6.1580569526668
chr1H	8000001	8100000	5.94357086287557
chr1H	8020001	8120000	5.89774236894309
chr1H	8300001	8400000	6.83319533858968
chr1H	8320001	8420000	6.43103563284829
chr1H	8460001	8560000	6.64675179230122
chr1H	8480001	8580000	6.88331664941518
chr1H	8500001	8600000	6.86589082298973
chr1H	8520001	8620000	6.72444456090613
chr1H	8640001	8740000	6.86949804885387
chr1H	8660001	8760000	7.00627498931954
chr1H	8680001	8780000	6.93600219788404
chr1H	8820001	8920000	6.97303020147648
chr1H	8840001	8940000	7.07291778369308
chr1H	8860001	8960000	7.18109573042754
chr1H	8880001	8980000	6.98609174910638
chr1H	8900001	9000000	6.96991370368552
chr1H	8920001	9020000	6.91296312276968
chr1H	9040001	9140000	6.64753950047551
chr1H	9260001	9360000	6.8275339930635
chr1H	9280001	9380000	7.0461030714219
chr1H	9300001	9400000	7.01919116902284
chr1H	9320001	9420000	6.98948588137616
chr1H	9340001	9440000	6.782336659993
chr1H	9360001	9460000	6.93687778113245
chr1H	9380001	9480000	6.88595858172557
chr1H	9400001	9500000	6.92589120159133
chr1H	9420001	9520000	7.03834907861318
chr1H	9440001	9540000	7.10314853083027
chr1H	9560001	9660000	6.95769901469852
chr1H	9860001	9960000	6.68591363389793
chr1H	9880001	9980000	6.75844320576293
chr1H	9900001	10000000	6.63461289322025
chr1H	10020001	10120000	6.36726446496868
chr1H	10040001	10140000	5.73770564664683
chr1H	10060001	10160000	5.43259543884184
chr1H	10140001	10240000	6.36544821403094
chr1H	10160001	10260000	6.68313042443353
chr1H	10180001	10280000	6.67701153600134
chr1H	10200001	10300000	6.46946689988706
chr1H	10220001	10320000	6.07641055799757
chr1H	10760001	10860000	7.52282537579747
chr1H	10780001	10880000	7.00764841939694
chr1H	11220001	11320000	5.91946284569384
chr1H	11240001	11340000	5.88700246077047
chr1H	11260001	11360000	5.75817798732991
chr1H	11460001	11560000	7.0122717805951
chr1H	11760001	11860000	7.17853322799194
chr1H	11780001	11880000	7.2531003232644
chr1H	11800001	11900000	7.21700064041173
chr1H	11820001	11920000	7.14046606434003
chr1H	11840001	11940000	7.04364018803242
chr1H	12020001	12120000	6.74600975449267
chr1H	12040001	12140000	6.76346786639907
chr1H	13300001	13400000	7.07074446686775
chr1H	13320001	13420000	7.13640411211432
chr1H	13340001	13440000	7.09793967235548
chr1H	13360001	13460000	7.19331016350935
chr1H	13380001	13480000	7.35127327303821
chr1H	14580001	14680000	6.2642131292848
chr1H	14600001	14700000	6.38378119224989
chr1H	14620001	14720000	6.66275110517224
chr1H	14640001	14740000	7.06295672792868
chr1H	14660001	14760000	7.13338500237728
chr1H	14680001	14780000	7.02539754302157
chr1H	15000001	15100000	7.20135934129279
chr1H	15020001	15120000	7.21088268601615
chr1H	15040001	15140000	7.1441301461669
chr1H	15060001	15160000	7.00681125213296
chr1H	15080001	15180000	6.78453035391531
chr1H	15320001	15420000	6.58233056155991
chr1H	15340001	15440000	6.72968443867792
chr1H	15360001	15460000	7.1411003232644
chr1H	15380001	15480000	7.07357434559101
chr1H	15400001	15500000	7.09533074347571
chr1H	15420001	15520000	7.1814694854506
chr1H	15440001	15540000	7.12783650511179
chr1H	15460001	15560000	7.01222076802553
chr1H	15480001	15580000	6.87288270652533
chr1H	16380001	16480000	6.42818427590612
chr1H	16400001	16500000	6.32641288670177
chr1H	16420001	16520000	6.21450793638982
chr1H	16440001	16540000	6.48771215518668
chr1H	16460001	16560000	6.37303798764813
chr1H	20040001	20140000	6.7364171881391
chr1H	20060001	20160000	6.72844906064906
chr1H	20080001	20180000	6.74398744523029
chr1H	20100001	20200000	6.74739283555807
chr1H	20380001	20480000	5.71143622115502
chr1H	20400001	20500000	5.71300571673959
chr1H	20420001	20520000	5.66146249092185
chr1H	20440001	20540000	5.78514643632717
chr1H	20460001	20560000	6.47475433958235
chr1H	20500001	20600000	6.89212828457678
chr1H	20520001	20620000	6.86878038647768
chr1H	20540001	20640000	7.0124802981817
chr1H	20580001	20680000	6.70388886465575
chr1H	20600001	20700000	6.59555118044637
chr1H	20620001	20720000	6.83167730355442
chr1H	20640001	20740000	7.11500602328117
chr1H	20660001	20760000	7.06636166329072
chr1H	20820001	20920000	6.14854240975903
chr1H	20840001	20940000	6.87721771235702
chr1H	20860001	20960000	6.86504407493105
chr1H	20880001	20980000	6.86787365923706
chr1H	20900001	21000000	6.99174236309388
chr1H	20920001	21020000	6.92781895698358
chr1H	20940001	21040000	6.51563848309111
chr1H	20960001	21060000	6.53090466285503
chr1H	20980001	21080000	6.48692668882519
chr1H	21000001	21100000	6.25935906736594
chr1H	21020001	21120000	6.12705171517575
chr1H	21040001	21140000	6.09577713641151
chr1H	21060001	21160000	5.27757117155969
chr1H	21080001	21180000	5.20009765896203
chr1H	21100001	21200000	5.08112267131865
chr1H	21120001	21220000	5.17993389381488
chr1H	21140001	21240000	5.17039683272545
chr1H	21160001	21260000	5.53813340752754
chr1H	21180001	21280000	5.56897278657788
chr1H	21200001	21300000	5.56100465908784
chr1H	21220001	21320000	5.58357862169306
chr1H	21240001	21340000	5.65449835124048
chr1H	21260001	21360000	5.35385807075379
chr1H	21280001	21380000	5.36882568687662
chr1H	21300001	21400000	5.84886213666361
chr1H	21320001	21420000	5.92736338534107
chr1H	21340001	21440000	6.02092414857445
chr1H	21360001	21460000	6.04406694017455
chr1H	21380001	21480000	6.64673181652818
chr1H	21400001	21500000	6.68549726808189
chr1H	21420001	21520000	6.63085648434475
chr1H	21440001	21540000	6.62989089197123
chr1H	21460001	21560000	6.17937865792745
chr1H	21480001	21580000	5.70664514253345
chr1H	21500001	21600000	5.07437815223205
chr1H	21520001	21620000	5.30621524662455
chr1H	21540001	21640000	5.29507903932917
chr1H	21560001	21660000	5.40275918156941
chr1H	21620001	21720000	5.24202820828502
chr1H	21640001	21740000	5.24867919949351
chr1H	21660001	21760000	5.51966687493983
chr1H	21680001	21780000	5.75821381789384
chr1H	21700001	21800000	5.73911455626034
chr1H	22080001	22180000	6.2475612434904
chr1H	22200001	22300000	5.93030934147017
chr1H	22220001	22320000	6.52419003533905
chr1H	22240001	22340000	6.61460721552513
chr1H	22260001	22360000	7.11572987310506
chr1H	22340001	22440000	7.28013155236002
chr1H	22360001	22460000	7.00824935588189
chr1H	22380001	22480000	6.80405810888754
chr1H	22400001	22500000	6.70056940752992
chr1H	22420001	22520000	6.56865104307866
chr1H	24200001	24300000	7.23869749358937
chr1H	24220001	24320000	7.28341301961806
chr1H	24240001	24340000	7.27443010195869
chr1H	24680001	24780000	5.50493235105093
chr1H	24720001	24820000	5.84254964201813
chr1H	24740001	24840000	5.97825450892597
chr1H	24780001	24880000	6.18434739863116
chr1H	24800001	24900000	6.46098824512842
chr1H	24820001	24920000	6.23214691119103
chr1H	24840001	24940000	6.25373807880934
chr1H	24860001	24960000	6.19521763795166
chr1H	24880001	24980000	6.03323395021208
chr1H	25020001	25120000	6.69194201863238
chr1H	25680001	25780000	6.60158357838385
chr1H	25700001	25800000	6.26603529182676
chr1H	25720001	25820000	6.26808057154298
chr1H	25740001	25840000	6.18564849324487
chr1H	25760001	25860000	5.73279024807541
chr1H	25880001	25980000	5.38261596335097
chr1H	25900001	26000000	5.31742689239025
chr1H	25920001	26020000	5.46602523488524
chr1H	25940001	26040000	5.44042326275245
chr1H	25980001	26080000	5.36163760396477
chr1H	26000001	26100000	5.70217481392689
chr1H	26040001	26140000	5.8513713122711
chr1H	26060001	26160000	5.83369165475907
chr1H	26080001	26180000	5.76117223431886
chr1H	26100001	26200000	5.68443188290523
chr1H	26120001	26220000	5.65194016786633
chr1H	26140001	26240000	5.78670615083036
chr1H	26160001	26260000	5.89464275072392
chr1H	26220001	26320000	6.23058035802644
chr1H	26240001	26340000	6.18181958064358
chr1H	26260001	26360000	6.03940965471822
chr1H	26280001	26380000	6.07802838359842
chr1H	26300001	26400000	6.0198386943621
chr1H	26320001	26420000	5.73658707111687
chr1H	26340001	26440000	5.67968836957496
chr1H	26360001	26460000	5.49305539801464
chr1H	26380001	26480000	5.91947278272292
chr1H	26400001	26500000	6.00440888945625
chr1H	26420001	26520000	6.00750043422505
chr1H	26440001	26540000	5.65196547726908
chr1H	26460001	26560000	5.54393212944065
chr1H	26580001	26680000	5.69468958422731
chr1H	26600001	26700000	5.82380577021303
chr1H	26620001	26720000	5.74152619284892
chr1H	26640001	26740000	5.58507080653573
chr1H	26660001	26760000	5.34772349830124
chr1H	26680001	26780000	5.34772349830124
chr1H	26700001	26800000	5.35632243452352
chr1H	26720001	26820000	5.39305005245879
chr1H	26740001	26840000	5.38366038109729
chr1H	26760001	26860000	5.37473956170813
chr1H	26780001	26880000	5.34590524504111
chr1H	26800001	26900000	5.34590524504111
chr1H	26820001	26920000	5.34590524504111
chr1H	26840001	26940000	6.29402524045161
chr1H	26860001	26960000	6.40634169186553
chr1H	26880001	26980000	6.39695885334335
chr1H	26900001	27000000	6.39128162876094
chr1H	26920001	27020000	5.93419375643743
chr1H	26980001	27080000	5.78740495000981
chr1H	27000001	27100000	5.71728559807651
chr1H	27020001	27120000	5.60672633004601
chr1H	27040001	27140000	5.62890878619928
chr1H	27060001	27160000	5.96600247185176
chr1H	27080001	27180000	5.87006526623603
chr1H	27100001	27200000	5.83871534698637
chr1H	27120001	27220000	5.7629562761987
chr1H	27140001	27240000	5.54671111324398
chr1H	27200001	27300000	4.84627715277213
chr1H	27220001	27320000	5.09514603544579
chr1H	27240001	27340000	5.23207026071664
chr1H	27260001	27360000	5.2413442125946
chr1H	27280001	27380000	5.25835755629887
chr1H	27300001	27400000	5.21748085359841
chr1H	27320001	27420000	5.1917537166803
chr1H	27340001	27440000	5.12106146747929
chr1H	27360001	27460000	5.17829536527427
chr1H	27380001	27480000	5.17829536527427
chr1H	27400001	27500000	5.35863582760649
chr1H	27420001	27520000	5.58061738596182
chr1H	27440001	27540000	5.62632259839281
chr1H	27460001	27560000	5.8336211086611
chr1H	27480001	27580000	5.7475085288237
chr1H	27500001	27600000	5.26699912685943
chr1H	27520001	27620000	5.15755095853642
chr1H	27540001	27640000	5.11127027582549
chr1H	27560001	27660000	5.05330269147523
chr1H	27580001	27680000	5.04550270891567
chr1H	27600001	27700000	4.97989529096695
chr1H	27620001	27720000	4.79079338520439
chr1H	27980001	28080000	4.99310700974777
chr1H	28000001	28100000	4.94360205925272
chr1H	28020001	28120000	5.02452253777802
chr1H	28040001	28140000	4.97330502954975
chr1H	28060001	28160000	5.00300799984678
chr1H	28080001	28180000	4.92135923763056
chr1H	28100001	28200000	6.13325512273004
chr1H	28160001	28260000	6.31966600457389
chr1H	28180001	28280000	6.37016644103885
chr1H	28200001	28300000	5.32075642541698
chr1H	28220001	28320000	5.31567433358907
chr1H	28240001	28340000	5.27177683358024
chr1H	28260001	28360000	5.18057642595522
chr1H	28280001	28380000	4.91011304465045
chr1H	28300001	28400000	5.00195201325724
chr1H	28320001	28420000	4.94061264657546
chr1H	28340001	28440000	5.07644542711559
chr1H	28540001	28640000	5.39603069263777
chr1H	28560001	28660000	5.53738738015327
chr1H	28580001	28680000	5.49539429208506
chr1H	28760001	28860000	4.88315949476154
chr1H	28780001	28880000	5.14474200749104
chr1H	28800001	28900000	5.17936666674474
chr1H	28820001	28920000	5.12283596381831
chr1H	28840001	28940000	6.3406945598881
chr1H	28860001	28960000	6.32867162088825
chr1H	29060001	29160000	5.58911950391351
chr1H	29080001	29180000	5.74972873524468
chr1H	29100001	29200000	5.41419029839704
chr1H	29120001	29220000	5.40094564694433
chr1H	29140001	29240000	5.32363464196591
chr1H	29160001	29260000	5.32363464196591
chr1H	29800001	29900000	6.26154452783332
chr1H	29820001	29920000	6.23931215649312
chr1H	29840001	29940000	6.2482525244701
chr1H	29860001	29960000	6.40337527390894
chr1H	29880001	29980000	6.73190731340052
chr1H	29900001	30000000	6.66855492238758
chr1H	30380001	30480000	4.88430927908465
chr1H	30400001	30500000	5.25759823737764
chr1H	30420001	30520000	5.38298573837033
chr1H	30440001	30540000	5.50842168708644
chr1H	30460001	30560000	5.30481133943604
chr1H	30500001	30600000	5.41106344735849
chr1H	30520001	30620000	5.19427126010379
chr1H	30720001	30820000	5.03722304321141
chr1H	30740001	30840000	4.99273088865233
chr1H	30760001	30860000	5.03068306567232
chr1H	30780001	30880000	4.9945992210512
chr1H	30800001	30900000	4.82087092938128
chr1H	30920001	31020000	4.91230684472293
chr1H	30940001	31040000	4.92018229820635
chr1H	30960001	31060000	5.02050619001436
chr1H	30980001	31080000	5.05659444194578
chr1H	31000001	31100000	6.52775018678482
chr1H	31020001	31120000	7.14214528832388
chr1H	31040001	31140000	7.1861370460805
chr1H	31060001	31160000	7.25149124659844
chr1H	31080001	31180000	7.17775699480154
chr1H	31100001	31200000	6.97979766174587
chr1H	31260001	31360000	5.7671597667104
chr1H	31280001	31380000	5.76853044390427
chr1H	31300001	31400000	7.2410983701081
chr1H	31320001	31420000	7.28093870187588
chr1H	31340001	31440000	7.26729796838919
chr1H	31420001	31520000	7.24657557933545
chr1H	31440001	31540000	7.26533918666794
chr1H	31580001	31680000	5.87121903166747
chr1H	31600001	31700000	5.92918158520398
chr1H	31620001	31720000	5.5203612260895
chr1H	31780001	31880000	6.09617190030523
chr1H	31800001	31900000	6.20902743174043
chr1H	31820001	31920000	6.2347454733692
chr1H	31840001	31940000	6.21559739286058
chr1H	32080001	32180000	6.59547673446858
chr1H	32100001	32200000	6.66841922948931
chr1H	32120001	32220000	5.88008255440407
chr1H	32140001	32240000	6.04446510841908
chr1H	32160001	32260000	6.08234799773293
chr1H	32180001	32280000	6.02612054814167
chr1H	32460001	32560000	7.05053333274352
chr1H	32480001	32580000	7.08228879543673
chr1H	32500001	32600000	6.81829866265183
chr1H	32640001	32740000	6.57653112670242
chr1H	32660001	32760000	6.51979464552233
chr1H	32680001	32780000	6.44555394726158
chr1H	32700001	32800000	6.34715098266235
chr1H	32720001	32820000	5.37987460213973
chr1H	32740001	32840000	5.34772034543451
chr1H	32760001	32860000	5.41668571153293
chr1H	32780001	32880000	5.54605967301492
chr1H	32800001	32900000	5.47825933128682
chr1H	32820001	32920000	5.57235848217445
chr1H	32840001	32940000	5.86111579876446
chr1H	32880001	32980000	5.86370345424274
chr1H	32900001	33000000	6.3621770300139
chr1H	32920001	33020000	6.4937853420066
chr1H	32940001	33040000	6.46571059930707
chr1H	32960001	33060000	6.8658274083493
chr1H	32980001	33080000	7.16574805557148
chr1H	33000001	33100000	7.14657970710311
chr1H	33040001	33140000	6.59084607567658
chr1H	33060001	33160000	5.50141985440425
chr1H	33080001	33180000	5.47449646551877
chr1H	33100001	33200000	5.47532225356512
chr1H	33120001	33220000	5.42002717927824
chr1H	33140001	33240000	5.54171020556284
chr1H	33160001	33260000	5.34409891242918
chr1H	33180001	33280000	5.41251722651475
chr1H	33200001	33300000	5.52866379311139
chr1H	33220001	33320000	5.58951625630391
chr1H	33240001	33340000	5.60902893387745
chr1H	33260001	33360000	5.55835678882602
chr1H	33300001	33400000	5.36461409348169
chr1H	33340001	33440000	5.60733227004883
chr1H	33360001	33460000	5.59889275697285
chr1H	33380001	33480000	6.05529738273919
chr1H	33440001	33540000	5.94354563452396
chr1H	33460001	33560000	6.06769706994402
chr1H	33480001	33580000	5.61246761846824
chr1H	33500001	33600000	5.61318122495861
chr1H	33520001	33620000	5.59791261655518
chr1H	33540001	33640000	5.49108876218491
chr1H	34460001	34560000	5.34086280504598
chr1H	34480001	34580000	5.3194800780048
chr1H	34500001	34600000	5.24434595593547
chr1H	34520001	34620000	5.15768330425777
chr1H	34540001	34640000	5.21574501269083
chr1H	34600001	34700000	5.29928026900159
chr1H	34620001	34720000	5.31807536543646
chr1H	34640001	34740000	5.41356323474828
chr1H	34660001	34760000	5.45778683702353
chr1H	34680001	34780000	5.39805980106565
chr1H	34840001	34940000	5.305495128484
chr1H	34860001	34960000	5.47535339069031
chr1H	34880001	34980000	5.41292735996412
chr1H	34900001	35000000	5.49524934104435
chr1H	34920001	35020000	5.64769736203997
chr1H	34940001	35040000	5.62699117649028
chr1H	34960001	35060000	5.62699117649028
chr1H	34980001	35080000	5.48152859222767
chr1H	35000001	35100000	5.08752793199571
chr1H	35020001	35120000	6.27658510757584
chr1H	35040001	35140000	6.24002752292783
chr1H	35060001	35160000	6.22297787436745
chr1H	36820001	36920000	6.05072540460667
chr1H	36840001	36940000	6.25560681516424
chr1H	36860001	36960000	6.26341113862318
chr1H	36880001	36980000	6.27347738200388
chr1H	36900001	37000000	6.02023726546753
chr1H	37160001	37260000	5.31463402191466
chr1H	37180001	37280000	5.39052583699059
chr1H	37200001	37300000	5.40266539820847
chr1H	37220001	37320000	5.33569464861152
chr1H	37240001	37340000	5.36242164472419
chr1H	37260001	37360000	5.25744587971448
chr1H	37280001	37380000	5.33696746027201
chr1H	37300001	37400000	5.36103855182566
chr1H	37320001	37420000	5.36103855182566
chr1H	37340001	37440000	5.35006290440668
chr1H	37360001	37460000	5.2626308624294
chr1H	37380001	37480000	5.42946582150757
chr1H	37400001	37500000	6.31281665763055
chr1H	37420001	37520000	6.31281665763055
chr1H	37440001	37540000	6.31397400446503
chr1H	37460001	37560000	6.22693857598503
chr1H	37480001	37580000	5.74086463731281
chr1H	37520001	37620000	5.24697479615901
chr1H	37540001	37640000	5.41982233765389
chr1H	37560001	37660000	5.48214513842229
chr1H	37580001	37680000	5.50140596255033
chr1H	37600001	37700000	5.48214513842229
chr1H	37620001	37720000	5.43315126371778
chr1H	37640001	37740000	5.63971474992873
chr1H	37680001	37780000	5.57071648765303
chr1H	37700001	37800000	5.64445583132699
chr1H	37720001	37820000	5.49841926950842
chr1H	37740001	37840000	5.28268719390366
chr1H	37760001	37860000	5.26148346264516
chr1H	37780001	37880000	5.21464492775937
chr1H	37800001	37900000	5.3775119385993
chr1H	37820001	37920000	5.26641292959284
chr1H	37840001	37940000	5.25448700967005
chr1H	37860001	37960000	5.22521377017299
chr1H	37880001	37980000	5.48223186293225
chr1H	38040001	38140000	5.78307482314618
chr1H	38060001	38160000	5.83072731958828
chr1H	38080001	38180000	5.75406940477469
chr1H	38100001	38200000	5.62674433259841
chr1H	38120001	38220000	5.71085344017225
chr1H	38140001	38240000	5.6988846577633
chr1H	38160001	38260000	5.58377878735896
chr1H	38180001	38280000	5.70837987716739
chr1H	38660001	38760000	5.47610600785387
chr1H	38680001	38780000	5.51217475731222
chr1H	38700001	38800000	5.53695167150348
chr1H	38720001	38820000	5.53695167150348
chr1H	38740001	38840000	5.49668993643466
chr1H	38900001	39000000	5.52846317756026
chr1H	38920001	39020000	5.55937858843076
chr1H	38940001	39040000	5.54934775381329
chr1H	38960001	39060000	5.57240147288186
chr1H	38980001	39080000	5.61393953099267
chr1H	39000001	39100000	5.60577626568655
chr1H	39020001	39120000	5.59032295247097
chr1H	39040001	39140000	5.59851967378245
chr1H	39360001	39460000	5.47684503721001
chr1H	39380001	39480000	5.93588277061365
chr1H	39400001	39500000	5.85212568771634
chr1H	39420001	39520000	5.75691696035685
chr1H	39440001	39540000	5.74594131293787
chr1H	39460001	39560000	5.82440078877202
chr1H	39480001	39580000	5.69851948627433
chr1H	39500001	39600000	5.5057838647335
chr1H	39520001	39620000	5.4546603269815
chr1H	39540001	39640000	5.5057838647335
chr1H	39560001	39660000	5.66324158598639
chr1H	39580001	39680000	5.71445574125441
chr1H	39600001	39700000	5.63674408908342
chr1H	39620001	39720000	5.73544386556082
chr1H	39640001	39740000	5.89267502883782
chr1H	39660001	39760000	5.90560376388896
chr1H	39680001	39780000	5.93031553992925
chr1H	39700001	39800000	5.94981296219849
chr1H	39920001	40020000	6.15523484093587
chr1H	39940001	40040000	6.12321408028438
chr1H	40180001	40280000	5.5990244535059
chr1H	40200001	40300000	5.58448902545024
chr1H	40220001	40320000	5.4201298872313
chr1H	40240001	40340000	5.95727924238329
chr1H	40260001	40360000	6.43616652132724
chr1H	40280001	40380000	6.5016412561034
chr1H	40300001	40400000	6.56487087432612
chr1H	40320001	40420000	6.58417959943286
chr1H	40340001	40440000	5.9705421352238
chr1H	40400001	40500000	5.18483474803846
chr1H	40480001	40580000	5.28649089152681
chr1H	40500001	40600000	5.57825908897891
chr1H	40520001	40620000	5.50400465443254
chr1H	40540001	40640000	5.52714784824858
chr1H	40560001	40660000	5.61215820579289
chr1H	40580001	40680000	5.52579229347457
chr1H	40600001	40700000	5.5316568238319
chr1H	40620001	40720000	5.59219724248374
chr1H	40660001	40760000	5.41720851112068
chr1H	40800001	40900000	5.19987130457137
chr1H	40820001	40920000	5.50574878380047
chr1H	40840001	40940000	5.91360027316003
chr1H	40860001	40960000	5.89880937969572
chr1H	41200001	41300000	5.69419704101016
chr1H	41220001	41320000	5.88982466044002
chr1H	41240001	41340000	6.02663965280383
chr1H	41260001	41360000	6.01250909015429
chr1H	41380001	41480000	6.24607894190934
chr1H	41400001	41500000	6.17106254021527
chr1H	41420001	41520000	6.16102920253124
chr1H	41440001	41540000	5.53350221501942
chr1H	41460001	41560000	5.50697123036636
chr1H	41480001	41580000	5.44911365657952
chr1H	41500001	41600000	5.20025163689996
chr1H	41520001	41620000	5.23586425967562
chr1H	41540001	41640000	5.23586425967562
chr1H	41560001	41660000	5.22100238369736
chr1H	41580001	41680000	5.22100238369736
chr1H	41600001	41700000	5.52950599403754
chr1H	41620001	41720000	5.51344173700942
chr1H	41640001	41740000	5.69772454550282
chr1H	41660001	41760000	5.75811689517881
chr1H	41680001	41780000	5.67380908857033
chr1H	41700001	41800000	5.57598876636177
chr1H	41720001	41820000	5.66664568868114
chr1H	41740001	41840000	5.52397887029606
chr1H	41760001	41860000	5.54130363342593
chr1H	41780001	41880000	5.55227928084491
chr1H	41800001	41900000	5.56325492826388
chr1H	41820001	41920000	5.53301845671687
chr1H	41840001	41940000	5.53301845671687
chr1H	41860001	41960000	5.51863741897011
chr1H	41880001	41980000	5.49778818585271
chr1H	41900001	42000000	5.43289166037874
chr1H	41920001	42020000	6.30457110860477
chr1H	41940001	42040000	6.43507917125145
chr1H	41960001	42060000	6.48661105103103
chr1H	41980001	42080000	6.5136073547194
chr1H	42000001	42100000	6.51443943506868
chr1H	42060001	42160000	5.43340630573247
chr1H	42140001	42240000	5.19734198499117
chr1H	42160001	42260000	5.28008917149314
chr1H	42180001	42280000	5.26356408467463
chr1H	42200001	42300000	5.24008876574796
chr1H	42220001	42320000	5.24008876574796
chr1H	42240001	42340000	5.21397146569604
chr1H	42260001	42360000	5.58914473713113
chr1H	42280001	42380000	5.46180572066324
chr1H	42580001	42680000	5.40266886840632
chr1H	42600001	42700000	5.67756870279002
chr1H	42620001	42720000	5.69383395001913
chr1H	42640001	42740000	5.72943876227002
chr1H	42660001	42760000	5.51315708419397
chr1H	42680001	42780000	4.96558748942671
chr1H	42700001	42800000	4.50161668648848
chr1H	42720001	42820000	4.38822463445855
chr1H	42780001	42880000	4.44258839551128
chr1H	42840001	42940000	5.01026547270619
chr1H	42940001	43040000	4.79614949947348
chr1H	42960001	43060000	4.76954032236708
chr1H	42980001	43080000	4.74065047344249
chr1H	43000001	43100000	4.81453084316633
chr1H	43020001	43120000	4.86531517143604
chr1H	43040001	43140000	4.84397167733383
chr1H	43060001	43160000	4.81596212138462
chr1H	43080001	43180000	5.21772197516765
chr1H	43100001	43200000	5.08649755324786
chr1H	43120001	43220000	4.97683711835023
chr1H	43140001	43240000	4.96047082987075
chr1H	43160001	43260000	4.97436267248907
chr1H	43180001	43280000	4.70447680221653
chr1H	43200001	43300000	4.91403892030783
chr1H	43220001	43320000	5.15048271222917
chr1H	43240001	43340000	5.13950706481019
chr1H	43260001	43360000	5.12161772219795
chr1H	43280001	43380000	5.07655844337351
chr1H	43300001	43400000	4.78879817198899
chr1H	43320001	43420000	4.51753422317856
chr1H	43340001	43440000	4.45678340667957
chr1H	43360001	43460000	4.51115388538298
chr1H	43380001	43480000	4.55706245868781
chr1H	43400001	43500000	4.531284218774
chr1H	43420001	43520000	4.62233375400285
chr1H	43440001	43540000	5.00814434837018
chr1H	43460001	43560000	4.99716870095121
chr1H	43480001	43580000	4.92102264227651
chr1H	43500001	43600000	4.96682410662286
chr1H	43520001	43620000	4.82167735609243
chr1H	43540001	43640000	4.46273642319017
chr1H	43560001	43660000	4.32122124614576
chr1H	43580001	43680000	4.38638040128899
chr1H	43600001	43700000	4.5209897756097
chr1H	43620001	43720000	4.5209897756097
chr1H	43640001	43740000	4.62418274526397
chr1H	43660001	43760000	4.5209897756097
