#chr	st	end	value
chr1H	21620001	21720000	12.1667448947768
chr1H	21640001	21740000	12.3334126330614
chr1H	21660001	21760000	15.3221820832708
chr1H	21680001	21780000	17.2570685039173
chr1H	21700001	21800000	17.1157728096657
chr1H	22080001	22180000	20.7430779170592
chr1H	22200001	22300000	16.7164158118456
chr1H	22220001	22320000	21.7078906313656
chr1H	22240001	22340000	22.5364360753108
chr1H	22260001	22360000	27.7701609484554
chr1H	22340001	22440000	30.1378026369983
chr1H	22360001	22460000	27.8123756104752
chr1H	22380001	22480000	25.5709398749769
chr1H	22400001	22500000	24.0619703837887
chr1H	22420001	22520000	22.7260252280943
chr1H	24200001	24300000	30.3247632483962
chr1H	24220001	24320000	31.2473619442191
chr1H	24240001	24340000	31.1247736819553
chr1H	24680001	24780000	13.4554950805221
chr1H	24720001	24820000	16.4700969789374
chr1H	24740001	24840000	16.7999272078646
chr1H	24780001	24880000	19.1740804897439
chr1H	24800001	24900000	21.8008654062303
chr1H	24820001	24920000	19.2417965656507
chr1H	24840001	24940000	19.5446364877645
chr1H	24860001	24960000	19.4192918463673
chr1H	24880001	24980000	17.4117846261177
chr1H	25020001	25120000	22.7774709644429
chr1H	25680001	25780000	23.9950891816865
chr1H	25700001	25800000	21.1078805800641
chr1H	25720001	25820000	21.2295648150964
chr1H	25740001	25840000	20.2150408859414
chr1H	25760001	25860000	15.4488930347845
chr1H	25880001	25980000	12.6977094114448
chr1H	25900001	26000000	11.7370841792246
chr1H	25920001	26020000	13.1567839765133
chr1H	25940001	26040000	12.8538557650055
chr1H	25980001	26080000	12.5413855930323
chr1H	26000001	26100000	15.6236809721095
chr1H	26040001	26140000	16.8944540730763
chr1H	26060001	26160000	16.8944540730763
chr1H	26080001	26180000	16.8833769687347
chr1H	26100001	26200000	15.9883639129782
chr1H	26120001	26220000	16.1081502779937
chr1H	26140001	26240000	17.3994543228503
chr1H	26160001	26260000	18.2428417751178
chr1H	26220001	26320000	20.6131646289689
chr1H	26240001	26340000	20.0507997434751
chr1H	26260001	26360000	18.9511976022517
chr1H	26280001	26380000	19.1782049062327
chr1H	26300001	26400000	18.5591926312386
chr1H	26320001	26420000	15.192123035478
chr1H	26340001	26440000	14.2984435534707
chr1H	26360001	26460000	13.183441810262
chr1H	26380001	26480000	16.9167862036954
chr1H	26400001	26500000	17.2567422197061
chr1H	26420001	26520000	17.5621180748709
chr1H	26440001	26540000	14.6443606619161
chr1H	26460001	26560000	13.7001408542878
chr1H	26580001	26680000	14.5340100674501
chr1H	26600001	26700000	15.6176343613182
chr1H	26620001	26720000	14.9928609319942
chr1H	26640001	26740000	13.8136471508262
chr1H	26660001	26760000	12.1680084285628
chr1H	26680001	26780000	12.1680084285628
chr1H	26700001	26800000	12.1581771684444
chr1H	26720001	26820000	12.4659742580626
chr1H	26740001	26840000	12.2975151464672
chr1H	26760001	26860000	12.2975151464672
chr1H	26780001	26880000	11.9605969232763
chr1H	26800001	26900000	11.9605969232763
chr1H	26820001	26920000	11.9605969232763
chr1H	26840001	26940000	19.8432908283955
chr1H	26860001	26960000	20.981283999981
chr1H	26880001	26980000	20.9145304635361
chr1H	26900001	27000000	20.8173677187312
chr1H	26920001	27020000	16.0637955624855
chr1H	26980001	27080000	14.4362477923954
chr1H	27000001	27100000	14.2089534400687
chr1H	27020001	27120000	13.7689676249875
chr1H	27040001	27140000	13.7689676249875
chr1H	27060001	27160000	17.0472932499846
chr1H	27080001	27180000	15.8998792812356
chr1H	27100001	27200000	15.7359629999858
chr1H	27120001	27220000	15.3466955283159
chr1H	27140001	27240000	13.5200723527961
chr1H	27200001	27300000	8.83901858321665
chr1H	27220001	27320000	9.74951076452362
chr1H	27240001	27340000	11.2367242709764
chr1H	27260001	27360000	11.2212397411342
chr1H	27280001	27380000	11.3784668751908
chr1H	27300001	27400000	11.2367242709764
chr1H	27320001	27420000	10.9138099556175
chr1H	27340001	27440000	10.4177276849076
chr1H	27360001	27460000	10.7484491987142
chr1H	27380001	27480000	10.7484491987142
chr1H	27400001	27500000	12.279902126899
chr1H	27420001	27520000	13.2288605522637
chr1H	27440001	27540000	13.7249428229736
chr1H	27460001	27560000	15.6341756390245
chr1H	27480001	27580000	14.766549090692
chr1H	27500001	27600000	11.8886746525609
chr1H	27520001	27620000	10.8879998361447
chr1H	27540001	27640000	10.5477498412652
chr1H	27560001	27660000	10.0373748489459
chr1H	27580001	27680000	9.86724985150617
chr1H	27600001	27700000	9.01662486430736
chr1H	27620001	27720000	7.99587487966879
chr1H	27980001	28080000	9.1789808364173
chr1H	28000001	28100000	8.66903745661634
chr1H	28020001	28120000	9.00899970981698
chr1H	28040001	28140000	9.00899970981698
chr1H	28060001	28160000	9.34896196301762
chr1H	28080001	28180000	8.49905633001601
chr1H	28100001	28200000	17.3380749132327
chr1H	28160001	28260000	19.5125693145889
chr1H	28180001	28280000	19.9130026560207
chr1H	28200001	28300000	12.3427702413351
chr1H	28220001	28320000	12.3427702413351
chr1H	28240001	28340000	11.5199188919128
chr1H	28260001	28360000	10.5539402900321
chr1H	28280001	28380000	8.5809480373379
chr1H	28300001	28400000	8.72222430387683
chr1H	28320001	28420000	8.55765403399236
chr1H	28340001	28440000	8.98036370811368
chr1H	28540001	28640000	12.8451446941403
chr1H	28560001	28660000	13.7689676249875
chr1H	28580001	28680000	13.4588194592469
chr1H	28760001	28860000	8.39008471062044
chr1H	28780001	28880000	9.8349768749911
chr1H	28800001	28900000	9.8349768749911
chr1H	28820001	28920000	9.67106059374125
chr1H	28840001	28940000	20.8173677187312
chr1H	28860001	28960000	20.8310258959291
chr1H	29060001	29160000	14.1203747875002
chr1H	29080001	29180000	15.3109979729152
chr1H	29100001	29200000	12.5161780644111
chr1H	29120001	29220000	12.3470405230001
chr1H	29140001	29240000	11.6800339913316
chr1H	29160001	29260000	11.6800339913316
chr1H	29800001	29900000	20.8447569673702
chr1H	29820001	29920000	20.6943209870448
chr1H	29840001	29940000	20.8447569673702
chr1H	29860001	29960000	22.12869796873
chr1H	29880001	29980000	25.0791910312273
chr1H	29900001	30000000	23.8119489940746
chr1H	30380001	30480000	10.1565512968101
chr1H	30400001	30500000	12.7777359969085
chr1H	30420001	30520000	12.741668458518
chr1H	30440001	30540000	13.7345257409999
chr1H	30460001	30560000	12.5754473348835
chr1H	30500001	30600000	12.8524144588308
chr1H	30520001	30620000	11.6993081725203
chr1H	30720001	30820000	10.6470073749925
chr1H	30740001	30840000	10.4780072579291
chr1H	30760001	30860000	10.6643788616506
chr1H	30780001	30880000	10.5392779503174
chr1H	30800001	30900000	9.90796158406206
chr1H	30920001	31020000	10.129867700594
chr1H	30940001	31040000	10.4177276849076
chr1H	30960001	31060000	10.5313419614627
chr1H	30980001	31080000	11.740613740134
chr1H	31000001	31100000	21.7641912212356
chr1H	31020001	31120000	27.9421134468744
chr1H	31040001	31140000	29.2542868105493
chr1H	31060001	31160000	30.2202782667956
chr1H	31080001	31180000	28.3462864636129
chr1H	31100001	31200000	26.1843334149782
chr1H	31260001	31360000	15.3466955283159
chr1H	31280001	31380000	15.2845431088825
chr1H	31300001	31400000	29.8720139217431
chr1H	31320001	31420000	30.3845189095499
chr1H	31340001	31440000	29.3202620212188
chr1H	31420001	31520000	28.7300199007734
chr1H	31440001	31540000	29.0975081116289
chr1H	31580001	31680000	16.9736813307124
chr1H	31600001	31700000	17.3751258124843
chr1H	31620001	31720000	14.5216043708795
chr1H	31780001	31880000	19.6506808828465
chr1H	31800001	31900000	20.5712837355586
chr1H	31820001	31920000	20.8724405895492
chr1H	31840001	31940000	20.5712837355586
chr1H	32080001	32180000	20.9541819855986
chr1H	32100001	32200000	22.3815567042877
chr1H	32120001	32220000	16.9280423679021
chr1H	32140001	32240000	18.5346923325983
chr1H	32160001	32260000	19.1782049062327
chr1H	32180001	32280000	17.1109218638411
chr1H	32460001	32560000	28.5589583647434
chr1H	32480001	32580000	28.5401457156824
chr1H	32500001	32600000	25.5083918320926
chr1H	32640001	32740000	22.6652087000967
chr1H	32660001	32760000	22.3072403294989
chr1H	32680001	32780000	21.2153141621277
chr1H	32700001	32800000	20.2285553638892
chr1H	32720001	32820000	11.033649929582
chr1H	32740001	32840000	11.1907783521439
chr1H	32760001	32860000	11.7003046066075
chr1H	32780001	32880000	12.1099455724699
chr1H	32800001	32900000	11.6704903573563
chr1H	32820001	32920000	12.2975151464672
chr1H	32840001	32940000	14.6328509000677
chr1H	32880001	32980000	14.6559427088034
chr1H	32900001	33000000	18.9181046769202
chr1H	32920001	33020000	21.1730208566201
chr1H	32940001	33040000	21.2873518618575
chr1H	32960001	33060000	25.4572996269202
chr1H	32980001	33080000	28.9643674996665
chr1H	33000001	33100000	28.4179068801375
chr1H	33040001	33140000	21.6320149841117
chr1H	33060001	33160000	12.1680084285628
chr1H	33080001	33180000	12.3334126330614
chr1H	33100001	33200000	12.3243638495874
chr1H	33120001	33220000	11.8334094182076
chr1H	33140001	33240000	12.4740277914971
chr1H	33160001	33260000	11.3843461772617
chr1H	33180001	33280000	12.0089333589796
chr1H	33200001	33300000	12.6574547644411
chr1H	33220001	33320000	13.1924253625401
chr1H	33240001	33340000	13.285929902128
chr1H	33260001	33360000	12.5938907479678
chr1H	33300001	33400000	11.3168245886765
chr1H	33340001	33440000	13.1398107044444
chr1H	33360001	33460000	12.9253089255459
chr1H	33380001	33480000	17.5282402317494
chr1H	33440001	33540000	16.7040616660576
chr1H	33460001	33560000	17.8714310846745
chr1H	33480001	33580000	13.1392514203459
chr1H	33500001	33600000	13.130555569997
chr1H	33520001	33620000	12.9750107775916
chr1H	33540001	33640000	12.0178420913743
chr1H	34460001	34560000	11.0029305715443
chr1H	34480001	34580000	10.8425643493647
chr1H	34500001	34600000	10.3173900260686
chr1H	34520001	34620000	9.97911494324667
chr1H	34540001	34640000	10.1400070238024
chr1H	34600001	34700000	11.0394836059494
chr1H	34620001	34720000	11.3138593095247
chr1H	34640001	34740000	11.9893135966605
chr1H	34660001	34760000	12.3270407402284
chr1H	34680001	34780000	11.9893135966605
chr1H	34840001	34940000	11.9893135966605
chr1H	34860001	34960000	12.9493862187383
chr1H	34880001	34980000	12.2937210937389
chr1H	34900001	35000000	12.4576373749887
chr1H	34920001	35020000	14.0968001874872
chr1H	34940001	35040000	13.9328839062374
chr1H	34960001	35060000	13.9328839062374
chr1H	34980001	35080000	13.6050513437377
chr1H	35000001	35100000	10.9895963387972
chr1H	35020001	35120000	21.3230973737857
chr1H	35040001	35140000	21.3230973737857
chr1H	35060001	35160000	21.3654903672551
chr1H	36820001	36920000	20.3256188749816
chr1H	36840001	36940000	21.6511450256901
chr1H	36860001	36960000	21.8151688516423
chr1H	36880001	36980000	21.7675018481911
chr1H	36900001	37000000	18.585797813685
chr1H	37160001	37260000	11.4741396874896
chr1H	37180001	37280000	11.9658885312392
chr1H	37200001	37300000	11.9816319576222
chr1H	37220001	37320000	11.6533680683723
chr1H	37240001	37340000	11.9816319576222
chr1H	37260001	37360000	11.1609722344974
chr1H	37280001	37380000	11.4741396874896
chr1H	37300001	37400000	11.6380559687395
chr1H	37320001	37420000	11.6380559687395
chr1H	37340001	37440000	11.4741396874896
chr1H	37360001	37460000	11.1463071249899
chr1H	37380001	37480000	12.6215536562386
chr1H	37400001	37500000	20.981283999981
chr1H	37420001	37520000	20.981283999981
chr1H	37440001	37540000	20.981283999981
chr1H	37460001	37560000	20.1617025937318
chr1H	37480001	37580000	15.5115389220153
chr1H	37520001	37620000	11.1025089488664
chr1H	37540001	37640000	12.3017869464148
chr1H	37560001	37660000	12.9493862187383
chr1H	37580001	37680000	13.1133024999881
chr1H	37600001	37700000	12.9493862187383
chr1H	37620001	37720000	13.7689676249875
chr1H	37640001	37740000	15.2442141562362
chr1H	37680001	37780000	15.4109452573817
chr1H	37700001	37800000	15.2778332533548
chr1H	37720001	37820000	14.2631440080547
chr1H	37740001	37840000	12.1878615561721
chr1H	37760001	37860000	12.3794693384681
chr1H	37780001	37880000	12.044889086077
chr1H	37800001	37900000	12.7960811439599
chr1H	37820001	37920000	12.131349655962
chr1H	37840001	37940000	11.9651667839625
chr1H	37860001	37960000	11.4583749400161
chr1H	37880001	37980000	14.1357576886975
chr1H	38040001	38140000	14.7524653124867
chr1H	38060001	38160000	15.2442141562362
chr1H	38080001	38180000	14.2794791823717
chr1H	38100001	38200000	13.5314949819559
chr1H	38120001	38220000	13.7249428229736
chr1H	38140001	38240000	13.5501675032362
chr1H	38160001	38260000	12.4194241635982
chr1H	38180001	38280000	13.6871413136353
chr1H	38660001	38760000	11.3004352959646
chr1H	38680001	38780000	11.6161236335531
chr1H	38700001	38800000	11.9395094579093
chr1H	38720001	38820000	11.9395094579093
chr1H	38740001	38840000	11.6328010399635
chr1H	38900001	39000000	12.0882395192356
chr1H	38920001	39020000	12.2113491300578
chr1H	38940001	39040000	12.0298906518641
chr1H	38960001	39060000	12.1781999714507
chr1H	38980001	39080000	12.5073405112196
chr1H	39000001	39100000	12.3427702413351
chr1H	39020001	39120000	12.18641932521
chr1H	39040001	39140000	12.3511006674426
chr1H	39360001	39460000	12.4366038412385
chr1H	39380001	39480000	14.9961650591731
chr1H	39400001	39500000	14.424632749987
chr1H	39420001	39520000	13.4411350624878
chr1H	39440001	39540000	13.277218781238
chr1H	39460001	39560000	13.9328839062374
chr1H	39480001	39580000	13.277218781238
chr1H	39500001	39600000	12.0540135994536
chr1H	39520001	39620000	11.5783169006562
chr1H	39540001	39640000	12.0540135994536
chr1H	39560001	39660000	12.7854699374884
chr1H	39580001	39680000	13.6050513437377
chr1H	39600001	39700000	13.1133024999881
chr1H	39620001	39720000	13.9328839062374
chr1H	39640001	39740000	15.2442141562362
chr1H	39660001	39760000	15.4081304374861
chr1H	39680001	39780000	15.5720467187359
chr1H	39700001	39800000	15.7359629999858
chr1H	39920001	40020000	17.5505493768851
chr1H	39940001	40040000	17.2798783378692
chr1H	40180001	40280000	11.4643293561238
chr1H	40200001	40300000	11.45521958849
chr1H	40220001	40320000	10.1733114543655
chr1H	40240001	40340000	15.1493386157753
chr1H	40260001	40360000	20.3040049997015
chr1H	40280001	40380000	21.0156333782143
chr1H	40300001	40400000	21.9791926775945
chr1H	40320001	40420000	22.2926142499798
chr1H	40340001	40440000	16.7194606874849
chr1H	40400001	40500000	10.0288864694189
chr1H	40480001	40580000	11.074911818019
chr1H	40500001	40600000	12.7854699374884
chr1H	40520001	40620000	12.3098958468722
chr1H	40540001	40640000	12.4576373749887
chr1H	40560001	40660000	12.9750107775916
chr1H	40580001	40680000	11.9975445908433
chr1H	40600001	40700000	11.9480128802261
chr1H	40620001	40720000	12.4561228618597
chr1H	40660001	40760000	11.0487732290208
chr1H	40800001	40900000	9.59458112332433
chr1H	40820001	40920000	12.1457639022472
chr1H	40840001	40940000	15.746287291411
chr1H	40860001	40960000	15.7671017044151
chr1H	41200001	41300000	13.7832626090049
chr1H	41220001	41320000	15.9420868730659
chr1H	41240001	41340000	17.4492015599453
chr1H	41260001	41360000	16.962909226437
chr1H	41380001	41480000	20.1460761992208
chr1H	41400001	41500000	18.9002414787257
chr1H	41420001	41520000	18.5225397812332
chr1H	41440001	41540000	12.7854699374884
chr1H	41460001	41560000	12.465810772367
chr1H	41480001	41580000	11.8097154685582
chr1H	41500001	41600000	10.9155508976955
chr1H	41520001	41620000	11.25141400224
chr1H	41540001	41640000	11.25141400224
chr1H	41560001	41660000	11.0921061286722
chr1H	41580001	41680000	11.0921061286722
chr1H	41600001	41700000	12.966423625372
chr1H	41620001	41720000	12.6381597361221
chr1H	41640001	41740000	14.2700728578412
chr1H	41660001	41760000	14.9163815937365
chr1H	41680001	41780000	13.9328839062374
chr1H	41700001	41800000	13.277218781238
chr1H	41720001	41820000	14.424632749987
chr1H	41740001	41840000	12.6215536562386
chr1H	41760001	41860000	12.7854699374884
chr1H	41780001	41880000	12.9493862187383
chr1H	41800001	41900000	13.1133024999881
chr1H	41820001	41920000	12.7854699374884
chr1H	41840001	41940000	12.7854699374884
chr1H	41860001	41960000	12.6215536562386
chr1H	41880001	41980000	12.4822888493286
chr1H	41900001	42000000	12.2113491300578
chr1H	41920001	42020000	20.4622607044212
chr1H	41940001	42040000	21.617388324832
chr1H	41960001	42060000	22.2020729603662
chr1H	41980001	42080000	22.4860764136198
chr1H	42000001	42100000	21.9647816874801
chr1H	42060001	42160000	13.0193289323221
chr1H	42140001	42240000	10.4695209359672
chr1H	42160001	42260000	11.3102234062398
chr1H	42180001	42280000	11.1536201647494
chr1H	42200001	42300000	10.9895963387972
chr1H	42220001	42320000	10.9895963387972
chr1H	42240001	42340000	10.6615486868928
chr1H	42260001	42360000	13.4677327058546
chr1H	42280001	42380000	12.1978848930353
chr1H	42580001	42680000	12.966423625372
chr1H	42600001	42700000	15.4081304374861
chr1H	42620001	42720000	15.5822634654588
chr1H	42640001	42740000	15.8998792812356
chr1H	42660001	42760000	15.2542158135544
chr1H	42680001	42780000	11.4339271264445
chr1H	42700001	42800000	8.01786927413827
chr1H	42720001	42820000	7.46042839986804
chr1H	42780001	42880000	8.24797324636653
chr1H	42840001	42940000	11.3176439907016
chr1H	42940001	43040000	10.8616378123749
chr1H	42960001	43060000	10.1694772090362
chr1H	42980001	43080000	9.99889315624096
chr1H	43000001	43100000	10.6545582812404
chr1H	43020001	43120000	10.9823908437401
chr1H	43040001	43140000	10.8184745624902
chr1H	43060001	43160000	10.6545582812404
chr1H	43080001	43180000	14.2607164687371
chr1H	43100001	43200000	12.6215536562386
chr1H	43120001	43220000	11.9658885312392
chr1H	43140001	43240000	11.8019722499893
chr1H	43160001	43260000	11.9658885312392
chr1H	43180001	43280000	9.5071443124914
chr1H	43200001	43300000	10.9823908437401
chr1H	43220001	43320000	12.2937210937389
chr1H	43240001	43340000	12.129804812489
chr1H	43260001	43360000	12.129804812489
chr1H	43280001	43380000	11.4741396874896
chr1H	43300001	43400000	9.68378473287276
chr1H	43320001	43420000	8.34572367456547
chr1H	43340001	43440000	7.84498025409154
chr1H	43360001	43460000	8.34572367456547
chr1H	43380001	43480000	8.67955262154809
chr1H	43400001	43500000	8.51263814805678
chr1H	43420001	43520000	9.1600001584771
chr1H	43440001	43540000	11.6380559687395
chr1H	43460001	43560000	11.4741396874896
chr1H	43480001	43580000	10.6685764006225
chr1H	43500001	43600000	10.9968402898725
chr1H	43520001	43620000	10.203356732837
chr1H	43540001	43640000	7.85671543156742
chr1H	43560001	43660000	7.02089464097514
chr1H	43580001	43680000	7.34423683361761
chr1H	43600001	43700000	8.51898610377191
chr1H	43620001	43720000	8.51898610377191
chr1H	43640001	43740000	9.14666673974541
chr1H	43660001	43760000	8.51898610377191
chr1H	43680001	43780000	7.54526840093012
chr1H	43700001	43800000	6.874577876403
chr1H	43720001	43820000	6.874577876403
