CHROM	start	end	value
chr1H	10180001	10280000	0.712757830404889
chr1H	10200001	10300000	0.627960275019098
chr1H	10220001	10320000	0.804430863254393
chr1H	11200001	11300000	0.275401069518717
chr1H	11220001	11320000	0.359816653934301
chr1H	11240001	11340000	0.372803666921314
chr1H	11260001	11360000	0.366310160427808
chr1H	11280001	11380000	0.346829640947288
chr1H	11300001	11400000	0.317417876241406
chr1H	11440001	11540000	0.840336134453781
chr1H	11460001	11560000	0.895721925133689
chr1H	11760001	11860000	0.941558441558441
chr1H	11780001	11880000	0.974025974025973
chr1H	11800001	11900000	0.974025974025973
chr1H	11820001	11920000	0.974025974025973
chr1H	12020001	12120000	0.954545454545454
chr1H	12040001	12140000	0.948051948051948
chr1H	13300001	13400000	0.999999999999999
chr1H	13320001	13420000	0.999999999999999
chr1H	13340001	13440000	0.999999999999999
chr1H	13360001	13460000	0.922077922077921
chr1H	13380001	13480000	0.935064935064934
chr1H	14300001	14400000	0.730328495034377
chr1H	14320001	14420000	0.74331550802139
chr1H	14340001	14440000	0.74331550802139
chr1H	14360001	14460000	0.74331550802139
chr1H	14380001	14480000	0.775783040488923
chr1H	14400001	14500000	0.579449961802903
chr1H	14420001	14520000	0.645912910618793
chr1H	14440001	14540000	0.645912910618793
chr1H	14460001	14560000	0.61344537815126
chr1H	14600001	14700000	0.603896103896104
chr1H	14620001	14720000	0.837662337662337
chr1H	14640001	14740000	0.909090909090908
chr1H	14660001	14760000	0.999999999999999
chr1H	14680001	14780000	0.999999999999999
chr1H	15000001	15100000	0.935064935064934
chr1H	15020001	15120000	0.935064935064934
chr1H	15040001	15140000	0.935064935064934
chr1H	15060001	15160000	0.87012987012987
chr1H	15080001	15180000	0.74025974025974
chr1H	15320001	15420000	0.785714285714285
chr1H	15340001	15440000	0.792207792207792
chr1H	15360001	15460000	0.805194805194805
chr1H	15380001	15480000	0.779220779220779
chr1H	15400001	15500000	0.844155844155843
chr1H	15420001	15520000	0.870129870129869
chr1H	15440001	15540000	0.857142857142856
chr1H	15460001	15560000	0.805194805194805
chr1H	15480001	15580000	0.772727272727272
chr1H	15920001	16020000	0.627960275019098
chr1H	15940001	16040000	0.640947288006111
chr1H	15960001	16060000	0.634453781512605
chr1H	15980001	16080000	0.647440794499618
chr1H	16000001	16100000	0.647440794499618
chr1H	16400001	16500000	0.857142857142857
chr1H	16420001	16520000	0.823529411764706
chr1H	16440001	16540000	0.883116883116883
chr1H	16840001	16940000	0.781894576012223
chr1H	16860001	16960000	0.755920550038197
chr1H	16880001	16980000	0.74942704354469
chr1H	17100001	17200000	0.788388082505729
chr1H	17120001	17220000	0.788388082505729
chr1H	17140001	17240000	0.710466004583651
chr1H	17240001	17340000	0.74942704354469
chr1H	17440001	17540000	0.814362108479755
chr1H	17480001	17580000	0.814362108479755
chr1H	19360001	19460000	0.857142857142857
chr1H	19380001	19480000	0.844155844155844
chr1H	19400001	19500000	0.811688311688311
chr1H	19760001	19860000	0.759358288770053
chr1H	19800001	19900000	0.752864782276547
chr1H	19820001	19920000	0.610007639419404
chr1H	20040001	20140000	0.766233766233766
chr1H	20060001	20160000	0.766233766233766
chr1H	20080001	20180000	0.766233766233766
chr1H	20100001	20200000	0.766233766233766
chr1H	20120001	20220000	0.662337662337662
chr1H	20260001	20360000	0.758594346829641
chr1H	20280001	20380000	0.830404889228419
chr1H	20300001	20400000	0.830404889228419
chr1H	20320001	20420000	0.680290297937357
chr1H	20340001	20440000	0.680290297937357
chr1H	20360001	20460000	0.680290297937357
chr1H	20380001	20480000	0.680290297937357
chr1H	20400001	20500000	0.650878533231474
chr1H	20420001	20520000	0.653934300993124
chr1H	20440001	20540000	0.653934300993124
chr1H	20460001	20560000	0.653934300993124
chr1H	20500001	20600000	0.67990832696715
chr1H	20520001	20620000	0.702826585179526
chr1H	20540001	20640000	0.680290297937356
chr1H	20640001	20740000	0.311688311688312
chr1H	20660001	20760000	0.350649350649351
chr1H	20680001	20780000	0.298701298701299
chr1H	20720001	20820000	0.292207792207792
chr1H	20820001	20920000	0.324675324675325
chr1H	20840001	20940000	0.490450725744843
chr1H	20860001	20960000	0.961038961038961
chr1H	20880001	20980000	0.954545454545454
chr1H	20900001	21000000	0.961038961038961
chr1H	20920001	21020000	0.961038961038961
chr1H	20940001	21040000	0.961038961038961
chr1H	20960001	21060000	0.961038961038961
chr1H	20980001	21080000	0.961038961038961
chr1H	21000001	21100000	0.961038961038961
chr1H	21020001	21120000	0.961038961038961
chr1H	21040001	21140000	0.967532467532468
chr1H	21060001	21160000	0.961038961038961
chr1H	21080001	21180000	0.961038961038961
chr1H	21100001	21200000	0.961038961038961
chr1H	21120001	21220000	0.961038961038961
chr1H	21140001	21240000	0.961038961038961
chr1H	21160001	21260000	0.961038961038961
chr1H	21180001	21280000	0.961038961038961
chr1H	21200001	21300000	0.961038961038961
chr1H	21220001	21320000	0.954545454545455
chr1H	21240001	21340000	0.961038961038961
chr1H	21260001	21360000	0.961038961038961
chr1H	21280001	21380000	0.961038961038961
chr1H	21300001	21400000	0.974025974025974
chr1H	21320001	21420000	0.974025974025974
chr1H	21340001	21440000	0.974025974025974
chr1H	21360001	21460000	0.967532467532467
chr1H	21380001	21480000	0.993506493506493
chr1H	21400001	21500000	0.987012987012987
chr1H	21420001	21520000	0.987012987012987
chr1H	21440001	21540000	0.987012987012987
chr1H	21460001	21560000	0.987012987012987
chr1H	21480001	21580000	0.935064935064935
chr1H	21500001	21600000	0.922077922077922
chr1H	21520001	21620000	0.922077922077922
chr1H	21540001	21640000	0.922077922077922
chr1H	21560001	21660000	0.922077922077922
chr1H	21580001	21680000	0.922077922077922
chr1H	21600001	21700000	0.922077922077922
chr1H	21620001	21720000	0.909090909090909
chr1H	21640001	21740000	0.909090909090909
chr1H	21660001	21760000	0.909090909090909
chr1H	21680001	21780000	0.909090909090909
chr1H	21700001	21800000	0.909090909090909
chr1H	22080001	22180000	0.993506493506493
chr1H	22200001	22300000	0.882352941176471
chr1H	22220001	22320000	0.961038961038961
chr1H	22240001	22340000	0.961038961038961
chr1H	22260001	22360000	0.954545454545454
chr1H	22280001	22380000	0.934682964094728
chr1H	22300001	22400000	0.934682964094728
chr1H	22340001	22440000	0.922077922077921
chr1H	22360001	22460000	0.896103896103895
chr1H	22380001	22480000	0.896103896103896
chr1H	22400001	22500000	0.896103896103896
chr1H	22420001	22520000	0.896103896103896
chr1H	22440001	22540000	0.74025974025974
chr1H	24200001	24300000	0.935064935064935
chr1H	24220001	24320000	0.993506493506493
chr1H	24240001	24340000	0.987012987012986
chr1H	24680001	24780000	0.681818181818182
chr1H	24720001	24820000	0.860198624904507
chr1H	24760001	24860000	0.87318563789152
chr1H	24780001	24880000	0.909090909090909
chr1H	24800001	24900000	0.922077922077922
chr1H	24820001	24920000	0.705882352941176
chr1H	24840001	24940000	0.705882352941176
chr1H	24860001	24960000	0.69938884644767
chr1H	24880001	24980000	0.692895339954163
chr1H	24900001	25000000	0.67990832696715
chr1H	24920001	25020000	0.660427807486631
chr1H	24940001	25040000	0.331168831168831
chr1H	24960001	25060000	0.331168831168831
chr1H	24980001	25080000	0.357142857142857
chr1H	25000001	25100000	0.376623376623377
chr1H	25020001	25120000	0.396103896103896
chr1H	25040001	25140000	0.396103896103896
chr1H	25060001	25160000	0.396103896103896
chr1H	25080001	25180000	0.0844155844155844
chr1H	25100001	25200000	0.0844155844155844
chr1H	25120001	25220000	0.051948051948052
chr1H	25140001	25240000	0.051948051948052
chr1H	25160001	25260000	0.051948051948052
chr1H	25180001	25280000	0.0779220779220779
chr1H	25220001	25320000	0.0584415584415585
chr1H	25240001	25340000	0.051948051948052
chr1H	25260001	25360000	0.0584415584415585
chr1H	25280001	25380000	0.051948051948052
chr1H	25300001	25400000	0.064935064935065
chr1H	25320001	25420000	0.051948051948052
chr1H	25340001	25440000	0.051948051948052
chr1H	25360001	25460000	0.0584415584415585
chr1H	25380001	25480000	0.0714285714285715
chr1H	25400001	25500000	0.0779220779220779
chr1H	25420001	25520000	0.0779220779220779
chr1H	25440001	25540000	0.961038961038961
chr1H	25460001	25560000	0.961038961038961
chr1H	25480001	25580000	0.961038961038961
chr1H	25500001	25600000	0.948051948051948
chr1H	25680001	25780000	0.999999999999999
chr1H	25700001	25800000	0.905271199388846
chr1H	25720001	25820000	1
chr1H	25740001	25840000	0.88235294117647
chr1H	25760001	25860000	0.751718869365928
chr1H	25880001	25980000	0.748663101604278
chr1H	25920001	26020000	0.810542398777693
chr1H	25940001	26040000	0.745225362872422
chr1H	26000001	26100000	0.810542398777693
chr1H	26040001	26140000	0.823529411764706
chr1H	26060001	26160000	0.823529411764706
chr1H	26080001	26180000	0.779220779220779
chr1H	26100001	26200000	0.75974025974026
chr1H	26120001	26220000	0.75974025974026
chr1H	26140001	26240000	0.733766233766234
chr1H	26160001	26260000	0.727272727272727
chr1H	26260001	26360000	0.792207792207792
chr1H	26280001	26380000	0.792207792207792
chr1H	26300001	26400000	0.792207792207792
chr1H	26320001	26420000	0.792207792207792
chr1H	26340001	26440000	0.779220779220779
chr1H	26360001	26460000	0.720779220779221
chr1H	26380001	26480000	0.792207792207792
chr1H	26400001	26500000	0.772727272727273
chr1H	26420001	26520000	0.792207792207792
chr1H	26440001	26540000	0.792207792207792
chr1H	26460001	26560000	0.792207792207792
chr1H	26480001	26580000	0.687929717341482
chr1H	26500001	26600000	0.687929717341482
chr1H	26520001	26620000	0.6585179526356
chr1H	26540001	26640000	0.6585179526356
chr1H	26560001	26660000	0.684491978609626
chr1H	26580001	26680000	0.818181818181818
chr1H	26600001	26700000	0.818181818181818
chr1H	26620001	26720000	0.818181818181818
chr1H	26640001	26740000	0.779220779220779
chr1H	26660001	26760000	0.779220779220779
chr1H	26680001	26780000	0.779220779220779
chr1H	26700001	26800000	0.779220779220779
chr1H	26720001	26820000	0.779220779220779
chr1H	26740001	26840000	0.779220779220779
chr1H	26760001	26860000	0.779220779220779
chr1H	26780001	26880000	0.779220779220779
chr1H	26800001	26900000	0.779220779220779
chr1H	26820001	26920000	0.779220779220779
chr1H	26840001	26940000	0.779220779220779
chr1H	26860001	26960000	0.779220779220779
chr1H	26880001	26980000	0.779220779220779
chr1H	26900001	27000000	0.779220779220779
chr1H	26920001	27020000	0.766233766233766
chr1H	26940001	27040000	0.75974025974026
chr1H	26960001	27060000	0.75974025974026
chr1H	26980001	27080000	0.75974025974026
chr1H	27000001	27100000	0.75974025974026
chr1H	27020001	27120000	0.766233766233766
chr1H	27040001	27140000	0.766233766233766
chr1H	27060001	27160000	0.766233766233766
chr1H	27080001	27180000	0.701298701298701
chr1H	27100001	27200000	0.701298701298701
chr1H	27120001	27220000	0.687929717341482
chr1H	27140001	27240000	0.700916730328495
chr1H	27220001	27320000	0.700916730328495
chr1H	27240001	27340000	0.687929717341482
chr1H	27260001	27360000	0.687929717341482
chr1H	27280001	27380000	0.687929717341482
chr1H	27300001	27400000	0.687929717341482
chr1H	27320001	27420000	0.687929717341482
chr1H	27340001	27440000	0.687929717341482
chr1H	27360001	27460000	0.694423223834989
chr1H	27380001	27480000	0.694423223834989
chr1H	27400001	27500000	0.719251336898396
chr1H	27420001	27520000	0.719251336898396
chr1H	27440001	27540000	0.719251336898396
chr1H	27460001	27560000	0.823529411764706
chr1H	27480001	27580000	0.823529411764706
chr1H	27700001	27800000	0.729946524064171
chr1H	27720001	27820000	0.729946524064171
chr1H	27740001	27840000	0.677998472116119
chr1H	27760001	27860000	0.677998472116119
chr1H	27780001	27880000	0.677998472116119
chr1H	27800001	27900000	0.677998472116119
chr1H	27820001	27920000	0.677998472116119
chr1H	27840001	27940000	0.677998472116119
chr1H	27860001	27960000	0.684491978609626
chr1H	27880001	27980000	0.677998472116119
chr1H	27900001	28000000	0.677998472116119
chr1H	27920001	28020000	0.677998472116119
chr1H	27940001	28040000	0.677998472116119
chr1H	27960001	28060000	0.707410236822002
chr1H	27980001	28080000	0.759358288770054
chr1H	28000001	28100000	0.759358288770054
chr1H	28020001	28120000	0.759358288770054
chr1H	28040001	28140000	0.759358288770054
chr1H	28060001	28160000	0.759358288770054
chr1H	28080001	28180000	0.759358288770054
chr1H	28100001	28200000	0.759358288770054
chr1H	28120001	28220000	0.759358288770053
chr1H	28140001	28240000	0.759358288770053
chr1H	28160001	28260000	0.798319327731092
chr1H	28180001	28280000	0.857142857142857
chr1H	28200001	28300000	0.779220779220779
chr1H	28220001	28320000	0.779220779220779
chr1H	28240001	28340000	0.779220779220779
chr1H	28260001	28360000	0.779220779220779
chr1H	28280001	28380000	0.779220779220779
chr1H	28300001	28400000	0.779220779220779
chr1H	28320001	28420000	0.779220779220779
chr1H	28340001	28440000	0.779220779220779
chr1H	28360001	28460000	0.785714285714286
chr1H	28540001	28640000	0.792207792207792
chr1H	28560001	28660000	0.779220779220779
chr1H	28580001	28680000	0.792207792207792
chr1H	28780001	28880000	0.785714285714286
chr1H	28800001	28900000	0.792207792207792
chr1H	28820001	28920000	0.785714285714286
chr1H	28840001	28940000	0.805194805194805
chr1H	28860001	28960000	0.805194805194805
chr1H	29080001	29180000	0.882352941176471
chr1H	29120001	29220000	0.817417876241406
chr1H	29140001	29240000	0.817417876241406
chr1H	29800001	29900000	0.922077922077922
chr1H	29860001	29960000	0.922077922077922
chr1H	29880001	29980000	0.902215431627196
chr1H	29920001	30020000	0.921695951107715
chr1H	29940001	30040000	0.915202444614209
chr1H	29960001	30060000	0.915202444614209
chr1H	29980001	30080000	0.637891520244461
chr1H	30000001	30100000	0.634835752482811
chr1H	30020001	30120000	0.621848739495798
chr1H	30040001	30140000	0.634835752482811
chr1H	30060001	30160000	0.654316271963331
chr1H	30080001	30180000	0.654316271963331
chr1H	30100001	30200000	0.654316271963331
chr1H	30380001	30480000	0.24025974025974
chr1H	30400001	30500000	0.272727272727273
chr1H	30420001	30520000	0.272727272727273
chr1H	30440001	30540000	0.272727272727273
chr1H	30460001	30560000	0.447669977081742
chr1H	30480001	30580000	0.352941176470588
chr1H	30500001	30600000	0.272727272727273
chr1H	30520001	30620000	0.29755538579068
chr1H	30540001	30640000	0.268525592055004
chr1H	30700001	30800000	0.272727272727273
chr1H	30720001	30820000	0.271199388846448
chr1H	30740001	30840000	0.271199388846448
chr1H	30760001	30860000	0.271199388846448
chr1H	30780001	30880000	0.271199388846448
chr1H	30800001	30900000	0.271199388846448
chr1H	30820001	30920000	0.281512605042017
chr1H	30920001	31020000	0.271199388846448
chr1H	30940001	31040000	0.271199388846448
chr1H	30960001	31060000	0.271199388846448
chr1H	30980001	31080000	0.271199388846448
chr1H	31000001	31100000	0.434682964094729
chr1H	31020001	31120000	0.707410236822001
chr1H	31040001	31140000	0.590527119938885
chr1H	31060001	31160000	0.707410236822001
chr1H	31080001	31180000	0.622994652406417
chr1H	31100001	31200000	0.603514132925898
chr1H	31120001	31220000	0.499618029029794
chr1H	31140001	31240000	0.499618029029794
chr1H	31160001	31260000	0.499618029029794
chr1H	31180001	31280000	0.499618029029794
chr1H	31200001	31300000	0.499618029029794
chr1H	31220001	31320000	0.499618029029794
chr1H	31240001	31340000	0.499618029029794
chr1H	31260001	31360000	0.499618029029794
chr1H	31280001	31380000	0.499618029029794
chr1H	31300001	31400000	0.623376623376623
chr1H	31320001	31420000	0.857142857142856
chr1H	31340001	31440000	0.85064935064935
chr1H	31360001	31460000	0.736440030557677
chr1H	31380001	31480000	0.736440030557677
chr1H	31400001	31500000	0.580595874713522
chr1H	31420001	31520000	0.548128342245989
chr1H	31440001	31540000	0.541634835752483
chr1H	31460001	31560000	0.469824293353705
chr1H	31580001	31680000	0.463330786860199
chr1H	31600001	31700000	0.463330786860199
chr1H	31620001	31720000	0.456837280366692
chr1H	31800001	31900000	0.846447669977082
chr1H	31820001	31920000	0.911764705882353
chr1H	31840001	31940000	0.912146676852559
chr1H	32140001	32240000	0.860198624904507
chr1H	32160001	32260000	0.89572192513369
chr1H	32460001	32560000	0.993506493506493
chr1H	32480001	32580000	0.999999999999999
chr1H	32500001	32600000	0.993506493506493
chr1H	32520001	32620000	0.987012987012986
chr1H	32540001	32640000	0.784950343773873
chr1H	32600001	32700000	0.843773873185638
chr1H	32620001	32720000	0.856760886172651
chr1H	32640001	32740000	0.908708938120702
chr1H	32660001	32760000	0.915202444614209
chr1H	32900001	33000000	0.474025974025974
chr1H	32920001	33020000	0.493506493506494
chr1H	32940001	33040000	0.415584415584416
chr1H	32960001	33060000	0.441558441558442
chr1H	33100001	33200000	0.402597402597403
chr1H	33120001	33220000	0.441558441558442
chr1H	33140001	33240000	0.454545454545455
chr1H	33240001	33340000	0.461038961038961
chr1H	33340001	33440000	0.448051948051948
chr1H	33360001	33460000	0.467532467532468
chr1H	33380001	33480000	0.480519480519481
chr1H	33400001	33500000	0.467532467532468
chr1H	33420001	33520000	0.448051948051948
chr1H	33440001	33540000	0.461038961038961
chr1H	33460001	33560000	0.480519480519481
chr1H	33480001	33580000	0.480519480519481
chr1H	33500001	33600000	0.480519480519481
chr1H	33520001	33620000	0.480519480519481
chr1H	34860001	34960000	0.480519480519481
chr1H	34880001	34980000	0.480519480519481
chr1H	34900001	35000000	0.480519480519481
chr1H	34920001	35020000	0.532467532467532
chr1H	34940001	35040000	0.532467532467532
chr1H	34960001	35060000	0.532467532467532
chr1H	34980001	35080000	0.532467532467532
chr1H	35000001	35100000	0.506493506493506
chr1H	35020001	35120000	0.621848739495798
chr1H	35040001	35140000	0.615355233002292
chr1H	35060001	35160000	0.54392666157372
chr1H	36820001	36920000	0.889228418640183
chr1H	36840001	36940000	0.843773873185638
chr1H	36860001	36960000	0.850267379679144
chr1H	36880001	36980000	0.824293353705118
chr1H	36900001	37000000	0.830786860198625
chr1H	37160001	37260000	0.66157372039725
chr1H	37180001	37280000	0.66157372039725
chr1H	37200001	37300000	0.66157372039725
chr1H	37220001	37320000	0.66157372039725
chr1H	37240001	37340000	0.869365928189458
chr1H	37260001	37360000	0.869365928189458
chr1H	37280001	37380000	0.869365928189458
chr1H	37300001	37400000	0.869365928189458
chr1H	37320001	37420000	0.869365928189458
chr1H	37340001	37440000	0.516424751718869
chr1H	37360001	37460000	0.516424751718869
chr1H	37380001	37480000	0.516424751718869
chr1H	37400001	37500000	0.909090909090909
chr1H	37420001	37520000	0.909090909090909
chr1H	37440001	37540000	0.909090909090909
chr1H	37460001	37560000	0.909090909090909
chr1H	37520001	37620000	0.674560733384263
chr1H	37540001	37640000	0.674560733384263
chr1H	37560001	37660000	0.674560733384263
chr1H	37580001	37680000	0.674560733384263
chr1H	37600001	37700000	0.674560733384263
chr1H	37620001	37720000	0.674560733384263
chr1H	37640001	37740000	0.788770053475936
chr1H	37680001	37780000	0.76279602750191
chr1H	37720001	37820000	0.766233766233766
chr1H	37760001	37860000	0.74025974025974
chr1H	37780001	37880000	0.74025974025974
chr1H	37800001	37900000	0.74025974025974
chr1H	37820001	37920000	0.74025974025974
chr1H	37840001	37940000	0.74025974025974
chr1H	37860001	37960000	0.74025974025974
chr1H	37880001	37980000	0.707792207792208
chr1H	38040001	38140000	0.649350649350649
chr1H	38060001	38160000	0.649350649350649
chr1H	38080001	38180000	0.636363636363636
chr1H	38100001	38200000	0.506493506493506
chr1H	38120001	38220000	0.506493506493506
chr1H	38140001	38240000	0.506493506493506
chr1H	38160001	38260000	0.506493506493507
chr1H	38180001	38280000	0.506493506493506
chr1H	38200001	38300000	0.493506493506494
chr1H	38660001	38760000	0.477081741787624
chr1H	38680001	38780000	0.519480519480519
chr1H	38700001	38800000	0.519480519480519
chr1H	38720001	38820000	0.519480519480519
chr1H	38740001	38840000	0.519480519480519
chr1H	38900001	39000000	0.506493506493506
chr1H	38920001	39020000	0.519480519480519
chr1H	38940001	39040000	0.519480519480519
chr1H	38960001	39060000	0.519480519480519
chr1H	38980001	39080000	0.519480519480519
chr1H	39000001	39100000	0.519480519480519
chr1H	39020001	39120000	0.519480519480519
chr1H	39040001	39140000	0.5
chr1H	39380001	39480000	0.519480519480519
chr1H	39400001	39500000	0.519480519480519
chr1H	39420001	39520000	0.519480519480519
chr1H	39440001	39540000	0.519480519480519
chr1H	39460001	39560000	0.519480519480519
chr1H	39480001	39580000	0.519480519480519
chr1H	39500001	39600000	0.519480519480519
chr1H	39520001	39620000	0.448051948051948
chr1H	39540001	39640000	0.519480519480519
chr1H	39560001	39660000	0.519480519480519
chr1H	39580001	39680000	0.519480519480519
chr1H	39600001	39700000	0.51948051948052
chr1H	39620001	39720000	0.519480519480519
chr1H	39640001	39740000	0.519480519480519
chr1H	39660001	39760000	0.519480519480519
chr1H	39680001	39780000	0.519480519480519
chr1H	39700001	39800000	0.519480519480519
chr1H	39720001	39820000	0.441558441558442
chr1H	39740001	39840000	0.441558441558442
chr1H	39760001	39860000	0.441558441558442
chr1H	39780001	39880000	0.441558441558442
chr1H	39800001	39900000	0.441558441558442
chr1H	39820001	39920000	0.441558441558442
chr1H	39840001	39940000	0.441558441558442
chr1H	39860001	39960000	0.454545454545455
chr1H	39880001	39980000	0.454545454545455
chr1H	39900001	40000000	0.493506493506494
chr1H	39920001	40020000	0.493506493506494
chr1H	39940001	40040000	0.480519480519481
chr1H	40160001	40260000	0.405271199388846
chr1H	40180001	40280000	0.5
chr1H	40200001	40300000	0.474025974025974
chr1H	40220001	40320000	0.389228418640183
chr1H	40240001	40340000	0.785332314744079
chr1H	40260001	40360000	0.934682964094729
chr1H	40280001	40380000	0.882734912146677
chr1H	40300001	40400000	0.941176470588235
chr1H	40320001	40420000	0.941176470588235
chr1H	40340001	40440000	0.765469824293354
chr1H	40400001	40500000	0.765469824293354
chr1H	40480001	40580000	0.778456837280367
chr1H	40500001	40600000	0.778456837280367
chr1H	40520001	40620000	0.778456837280367
chr1H	40540001	40640000	0.719633307868602
chr1H	41200001	41300000	0.804430863254393
chr1H	41220001	41320000	0.804430863254393
chr1H	41240001	41340000	0.797937356760886
chr1H	41260001	41360000	0.804430863254393
chr1H	41380001	41480000	0.810924369747899
chr1H	41400001	41500000	0.817417876241405
chr1H	41420001	41520000	0.817417876241405
chr1H	41440001	41540000	0.79144385026738
chr1H	41460001	41560000	0.79144385026738
chr1H	41480001	41580000	0.79144385026738
chr1H	41500001	41600000	0.79144385026738
chr1H	41520001	41620000	0.79144385026738
chr1H	41540001	41640000	0.79144385026738
chr1H	41560001	41660000	0.79144385026738
chr1H	41580001	41680000	0.79144385026738
chr1H	41600001	41700000	0.79144385026738
chr1H	41620001	41720000	0.79144385026738
chr1H	41640001	41740000	0.79144385026738
chr1H	41660001	41760000	0.79144385026738
chr1H	41680001	41780000	0.79144385026738
chr1H	41700001	41800000	0.79144385026738
chr1H	41720001	41820000	0.778456837280367
chr1H	41740001	41840000	0.778456837280367
chr1H	41760001	41860000	0.778456837280367
chr1H	41780001	41880000	0.778456837280367
chr1H	41800001	41900000	0.778456837280367
chr1H	41820001	41920000	0.778456837280367
chr1H	41840001	41940000	0.79144385026738
chr1H	41860001	41960000	0.79144385026738
chr1H	41880001	41980000	0.79144385026738
chr1H	41900001	42000000	0.79144385026738
chr1H	41920001	42020000	0.837280366692131
chr1H	41940001	42040000	0.850267379679144
chr1H	41960001	42060000	0.843773873185638
chr1H	41980001	42080000	0.784950343773873
chr1H	42000001	42100000	0.843773873185638
chr1H	42160001	42260000	0.798319327731092
chr1H	42180001	42280000	0.794881588999236
chr1H	42200001	42300000	0.820473644003056
chr1H	42220001	42320000	0.823529411764706
chr1H	42240001	42340000	0.492742551566081
chr1H	42260001	42360000	0.460275019098549
chr1H	42580001	42680000	0.486249045072574
chr1H	42600001	42700000	0.492742551566081
chr1H	42620001	42720000	0.492742551566081
chr1H	42640001	42740000	0.492742551566081
chr1H	42660001	42760000	0.492742551566081
chr1H	42680001	42780000	0.258976317799847
chr1H	42700001	42800000	0.239495798319328
chr1H	42840001	42940000	0.265469824293354
chr1H	42900001	43000000	0.181054239877769
chr1H	42940001	43040000	0.233002291825821
chr1H	42960001	43060000	0.258976317799847
chr1H	42980001	43080000	0.27196333078686
chr1H	43000001	43100000	0.27196333078686
chr1H	43020001	43120000	0.27196333078686
